Country,Currency,Currency code,Currency units per £1,Start date,End date
Abu Dhabi,Dirham ,AED,5.7186,01/07/2015,31/07/2015
Albania,Lek ,ALL,195.0802,01/07/2015,31/07/2015
Algeria,Dinar ,DZD,153.248,01/07/2015,31/07/2015
Angola,Readj Kwanza ,AOA,184.0729,01/07/2015,28/07/2015
Angola,Readj Kwanza ,AOA,196.36,29/07/2015,31/07/2015
Antigua,E Caribbean Dollar ,XCD,4.2036,01/07/2015,31/07/2015
Argentina,Peso,ARS,14.2044,01/07/2015,31/07/2015
Armenia,Dram ,AMD,742.052,01/07/2015,31/07/2015
Aruba,Florin,AWG,2.7869,01/07/2015,31/07/2015
Australia,Dollar ,AUD,2.0493,01/07/2015,31/07/2015
Azerbaijan,New Manat ,AZN,1.6338,01/07/2015,31/07/2015
Bahamas,Dollar,BSD,1.5711,01/07/2015,31/07/2015
Bahrain,Dinar ,BHD,0.587,01/07/2015,31/07/2015
Bangladesh,Taka ,BDT,121.0961,01/07/2015,31/07/2015
Barbados,Dollar ,BBD,3.1138,01/07/2015,31/07/2015
Belarus,Rouble ,BYR,23820.6969,01/07/2015,31/07/2015
Belize,Dollar ,BZD,3.1294,01/07/2015,31/07/2015
Benin,CFA Franc ,XOF,906.2988,01/07/2015,31/07/2015
Bermuda,Dollar (US) ,BMD,1.5711,01/07/2015,31/07/2015
Bhutan,Ngultrum ,BTN,100.8013,01/07/2015,31/07/2015
Bolivia,Boliviano ,BOB,10.7426,01/07/2015,31/07/2015
Bosnia- Herzegovinia,Marka ,BAM,2.7022,01/07/2015,31/07/2015
Botswana,Pula ,BWP,15.538,01/07/2015,31/07/2015
Brazil,Real,BRL,4.8731,01/07/2015,31/07/2015
Brunei,Dollar ,BND,2.0922,01/07/2015,31/07/2015
Bulgaria,Lev ,BGN,2.7025,01/07/2015,31/07/2015
Burkina Faso,CFA Franc ,XOF,906.2988,01/07/2015,31/07/2015
Burundi,Franc ,BIF,2427.6818,01/07/2015,28/07/2015
Burundi,Franc ,BIF,2554.99,29/07/2015,31/07/2015
Cambodia,Riel ,KHR,6398.879,01/07/2015,31/07/2015
Cameroon Republic,CFA Franc ,XAF,906.2988,01/07/2015,31/07/2015
Canada,Dollar,CAD,1.9354,01/07/2015,28/07/2015
Canada,Dollar,CAD,2.0363,29/07/2015,31/07/2015
Cape Verde Islands,Escudo ,CVE,152.8102,01/07/2015,31/07/2015
Cayman Islands,Dollar ,KYD,1.2767,01/07/2015,31/07/2015
Central African Republic,CFA Franc ,XAF,906.2988,01/07/2015,31/07/2015
Chad,CFA Franc ,XAF,906.2988,01/07/2015,31/07/2015
Chile,Peso ,CLP,981.4184,01/07/2015,31/07/2015
China,Yuan,CNY,9.6654,01/07/2015,31/07/2015
Colombia,Peso ,COP,3947.8442,01/07/2015,28/07/2015
Colombia,Peso,COP,4297.15,29/07/2015,31/07/2015
Comoros,Franc ,KMF,679.724,01/07/2015,31/07/2015
Congo (Brazaville),CFA Franc ,XAF,906.2988,01/07/2015,31/07/2015
Congo (DemRep),Congo Fr ,CDF,1443.2509,01/07/2015,31/07/2015
Costa Rica,Colon ,CRC,832.7885,01/07/2015,31/07/2015
Cote d'Ivoire,CFA Franc,XOF,906.2988,01/07/2015,31/07/2015
Croatia,Kuna ,HRK,10.4514,01/07/2015,31/07/2015
Cuba,Peso ,CUP,1.5569,01/07/2015,31/07/2015
Czech Republic,Koruna ,CZK,37.7189,01/07/2015,31/07/2015
Denmark,Krone ,DKK,10.4301,01/07/2015,31/07/2015
Djibouti,Franc ,DJF,276.6931,01/07/2015,31/07/2015
Dominica,E Caribbean Dollar ,XCD,4.2036,01/07/2015,31/07/2015
Dominican Republic,Peso ,DOP,69.8895,01/07/2015,31/07/2015
Dubai,Dirham ,AED,5.7186,01/07/2015,31/07/2015
Ecuador,Dollar ,ECS,1.5711,01/07/2015,31/07/2015
Egypt,Pound ,EGP,11.8814,01/07/2015,31/07/2015
El Salvador,Colon ,SVC,13.7196,01/07/2015,31/07/2015
Equatorial Guinea,CFA Franc ,XAF,906.2988,01/07/2015,31/07/2015
Eritrea,Nakfa ,ERN,23.3536,01/07/2015,31/07/2015
Ethiopia,Birr ,ETB,32.073,01/07/2015,31/07/2015
European Community,Euro ,EUR,1.3986,01/07/2015,31/07/2015
Fiji Islands,Dollar ,FJD,3.2314,01/07/2015,31/07/2015
Fr. Polynesia,CFP Franc,XPF,164.8739,01/07/2015,31/07/2015
Gabon,CFA Franc ,XAF,906.2988,01/07/2015,31/07/2015
Gambia,Dalasi ,GMD,67.1026,01/07/2015,07/07/2015
Gambia,Dalasi ,GMD,62.3,08/07/2015,31/07/2015
Georgia,Lari ,GEL,3.4797,01/07/2015,31/07/2015
Ghana,Cedi ,GHS,6.757,01/07/2015,14/07/2015
Ghana,Cedi ,GHS,6.3973,15/07/2015,21/07/2015
Ghana,Cedi ,GHS,5.4285,22/07/2015,28/07/2015
Ghana,Cedi ,GHS,5.0812,29/07/2015,31/07/2015
Grenada,E Caribbean Dollar ,XCD,4.2036,01/07/2015,31/07/2015
Guatemala,Quetzal ,GTQ,11.9267,01/07/2015,31/07/2015
Guinea Bissau,CFA Franc,XOF,906.2988,01/07/2015,31/07/2015
Guinea Republic,Franc ,GNF,11287.5863,01/07/2015,31/07/2015
Guyana,Dollar ,GYD,320.9092,01/07/2015,31/07/2015
Haiti,Gourde ,HTG,75.8614,01/07/2015,14/07/2015
Haiti,Gourde ,HTG,80.49,15/07/2015,28/07/2015
Haiti,Gourde ,HTG,86.02,29/07/2015,31/07/2015
Honduras,Lempira ,HNL,34.1814,01/07/2015,31/07/2015
Hong Kong,Dollar ,HKD,12.1792,01/07/2015,31/07/2015
Hungary,Forint ,HUF,431.8672,01/07/2015,31/07/2015
Iceland,Krona ,ISK,205.7294,01/07/2015,31/07/2015
India,Rupee ,INR,100.8013,01/07/2015,31/07/2015
Indonesia,Rupiah ,IDR,20760.5848,01/07/2015,31/07/2015
Iraq,Dinar ,IQD,1854.2737,01/07/2015,31/07/2015
Israel,Shekel ,ILS,6.0299,01/07/2015,31/07/2015
Jamaica,Dollar ,JMD,180.6062,01/07/2015,31/07/2015
Japan,Yen ,JPY,195.2082,01/07/2015,31/07/2015
Jordan,Dinar ,JOD,1.1035,01/07/2015,31/07/2015
Kazakhstan,Tenge ,KZT,289.7789,01/07/2015,31/07/2015
Kenya,Schilling ,KES,151.409,01/07/2015,28/07/2015
Kenya,Schilling,KES,160.17,29/07/2015,31/07/2015
Kuwait,Dinar ,KWD,0.47,01/07/2015,31/07/2015
Kyrgyz Republic,Som ,KGS,92.9928,01/07/2015,28/07/2015
Kyrgyz Republic,Som ,KGS,98.5,29/07/2015,31/07/2015
Lao People's Dem Rep,Kip ,LAK,12612.4864,01/07/2015,31/07/2015
Lebanon,Pound ,LBP,2348.591,01/07/2015,31/07/2015
Lesotho,Loti ,LSL,19.3183,01/07/2015,31/07/2015
Liberia,Dollar (US) ,LRD,1.5711,01/07/2015,31/07/2015
Libya,Dinar ,LYD,2.133,01/07/2015,31/07/2015
Macao,Pataca ,MOP,12.4334,01/07/2015,31/07/2015
Macedonia,Denar ,MKD,85.0693,01/07/2015,31/07/2015
Madagascar,Malagasy Ariary,MGA,5012.456,01/07/2015,31/07/2015
Malawi,Kwacha ,MWK,680.9124,01/07/2015,28/07/2015
Malawi,Kwacha ,MWK,719.32,29/07/2015,31/07/2015
Malaysia,Ringgit ,MYR,5.9042,01/07/2015,31/07/2015
Maldive Islands,Rufiyaa ,MVR,23.735,01/07/2015,31/07/2015
Mali Republic,CFA Franc,XOF,906.2988,01/07/2015,31/07/2015
Mauritania,Ouguiya ,MRO,502.8803,01/07/2015,31/07/2015
Mauritius,Rupee ,MUR,54.8186,01/07/2015,31/07/2015
Mexico,Mexican Peso ,MXN,24.2398,01/07/2015,31/07/2015
Moldova,Leu ,MDL,30.38,01/07/2015,31/07/2015
Mongolia,Tugrik ,MNT,3048.95,01/07/2015,31/07/2015
Montserrat,E Caribbean Dollar ,XCD,4.2036,01/07/2015,31/07/2015
Morocco,Dirham ,MAD,15.049,01/07/2015,31/07/2015
Mozambique, Metical ,MZN,58.4618,01/07/2015,31/07/2015
Myanmar,Kyat ,MMK,1732.0567,01/07/2015,28/07/2015
Myanmar,Kyat ,MMK,1916.48,29/07/2015,31/07/2015
Nepal,Rupee ,NPR,159.7447,01/07/2015,31/07/2015
New Caledonia,CFP Franc ,XPF,164.8739,01/07/2015,31/07/2015
New Zealand,Dollar ,NZD,2.273,01/07/2015,31/07/2015
Nicaragua,Gold Cordoba ,NIO,42.3234,01/07/2015,31/07/2015
Niger Republic,CFA Franc ,XOF,906.2988,01/07/2015,31/07/2015
Nigeria,Naira ,NGN,309.7462,01/07/2015,31/07/2015
Norway,Norwegian Krone ,NOK,12.1571,01/07/2015,28/07/2015
Norway,Norwegian Krone ,NOK,12.78,29/07/2015,31/07/2015
Oman,Rial ,OMR,0.5994,01/07/2015,31/07/2015
Pakistan,Rupee ,PKR,158.4073,01/07/2015,31/07/2015
Panama,Balboa ,PAB,1.5569,01/07/2015,31/07/2015
Papua New Guinea,Kina ,PGK,4.2498,01/07/2015,31/07/2015
Paraguay,Guarani ,PYG,8002.4968,01/07/2015,31/07/2015
Peru,New Sol ,PEN,4.9113,01/07/2015,31/07/2015
Philippines,Peso ,PHP,70.9662,01/07/2015,31/07/2015
Poland,Zloty ,PLN,5.7406,01/07/2015,31/07/2015
Qatar,Riyal ,QAR,5.6682,01/07/2015,31/07/2015
Romania,New Leu ,RON,6.1818,01/07/2015,31/07/2015
Russia,Rouble ,RUB,85.9022,01/07/2015,31/07/2015
Rwanda,Franc ,RWF,1145.32,01/07/2015,31/07/2015
Saotome and Principe,Dobra ,STD,34006.6947,01/07/2015,31/07/2015
Saudi Arabia,Riyal ,SAR,5.8918,01/07/2015,31/07/2015
Senegal,CFA Franc ,XOF,906.2988,01/07/2015,31/07/2015
Serbia,Dinar ,RSD,166.2619,01/07/2015,31/07/2015
Seychelles,Rupee ,SCR,20.5511,01/07/2015,31/07/2015
Sierra Leone,Leone ,SLL,6554.5704,01/07/2015,31/07/2015
Singapore,Dollar ,SGD,2.1181,01/07/2015,31/07/2015
Soloman Islands,Dollar ,SBD,12.3076,01/07/2015,31/07/2015
Somali Republic,Schilling ,SOS,1089.8334,01/07/2015,31/07/2015
South Africa,Rand ,ZAR,19.5128,01/07/2015,31/07/2015
South Korea,Won ,KRW,1756.2451,01/07/2015,31/07/2015
