Country,Currency,Currency code,Currency units per £1,Start date,End date
Abu Dhabi,Dirham,AED,5.9789,01/01/14,31/01/14
Afghanistan,Afghani,AFN,93.5985,01/01/14,31/01/14
Albania,Lek,ALL,166.605,01/01/14,31/01/14
Algeria,Dinar,DZD,127.444,01/01/14,31/01/14
Angola,Readj Kwanza,AOA,158.792,01/01/14,31/01/14
Antigua,E Caribbean Dollar,XCD,4.3951,01/01/14,31/01/14
Argentina,Peso,ARS,10.4189,01/01/14,21/01/14
Argentina,Peso,ARS,10.976,22/01/14,31/01/14
Armenia,Dram,AMD,657.631,01/01/14,31/01/14
Aruba,Florin,AWG,2.9138,01/01/14,31/01/14
Australia,Dollar,AUD,1.8452,01/01/14,31/01/14
Austria,Euro,EUR,1.191,01/01/14,31/01/14
Azerbaijan,New Manat,AZN,1.275,01/01/14,31/01/14
Bahamas,Dollar,BSD,1.6392,01/01/14,31/01/14
Bahrain,Dinar,BHD,0.6137,01/01/14,31/01/14
Bangladesh,Taka,BDT,126.439,01/01/14,31/01/14
Barbados,Dollar,BBD,3.2556,01/01/14,31/01/14
Belarus,Rouble,BYR,15366.4,01/01/14,31/01/14
Belgium,Euro,EUR,1.191,01/01/14,31/01/14
Belize,Dollar,BZD,3.2393,01/01/14,31/01/14
Benin,CFA Franc,XOF,777.661,01/01/14,31/01/14
Bermuda,Dollar,BMD,1.6392,01/01/14,31/01/14
Bhutan,Ngultrum,BTN,101.636,01/01/14,31/01/14
Bolivia,Boliviano,BOB,11.2481,01/01/14,31/01/14
Bosnia- Herzegovinia,Marka,BAM,2.3187,01/01/14,31/01/14
Botswana,Pula,BWP,14.1119,01/01/14,31/01/14
Brazil,Real,BRL,3.8316,01/01/14,31/01/14
Brunei,Dollar,BND,2.0443,01/01/14,31/01/14
Bulgaria,Lev,BGN,2.3192,01/01/14,31/01/14
Burkina Faso,CFA Franc,XOF,777.661,01/01/14,31/01/14
Burundi,Franc,BIF,2526.35,01/01/14,31/01/14
Cambodia,Riel,KHR,6483.53,01/01/14,31/01/14
Cameroon Republic,CFA Franc,XAF,777.661,01/01/14,31/01/14
Canada,Dollar,CAD,1.7474,01/01/14,31/01/14
Cape Verde Islands,Escudo,CVE,128.759,01/01/14,31/01/14
Cayman Islands,Dollar,KYD,1.3348,01/01/14,31/01/14
Central African Republic,CFA Franc,XAF,777.661,01/01/14,31/01/14
Chad,CFA Franc,XAF,777.661,01/01/14,31/01/14
Chile,Peso,CLP,862.62,01/01/14,31/01/14
China,Yuan,CNY,9.8827,01/01/14,31/01/14
Colombia,Peso,COP,3142.47,01/01/14,31/01/14
Comoros,Franc,KMF,583.245,01/01/14,31/01/14
Congo (Brazaville),CFA Franc,XAF,777.661,01/01/14,31/01/14
Congo (DemRep),Congo Fr,CDF,1492.7,01/01/14,31/01/14
Costa Rica,Colon,CRC,811.866,01/01/14,31/01/14
Cote d'Ivoire,CFA Franc,XOF,777.661,01/01/14,31/01/14
Croatia,Kuna,HRK,9.0424,01/01/14,31/01/14
Cuba,Peso,CUP,1.6278,01/01/14,31/01/14
Cyprus,Euro,EUR,1.191,01/01/14,31/01/14
Czech Republic,Koruna,CZK,32.6302,01/01/14,31/01/14
Denmark,Krone,DKK,8.8849,01/01/14,31/01/14
Djibouti,Franc,DJF,286.086,01/01/14,31/01/14
Dominica,E Caribbean Dollar,XCD,4.3951,01/01/14,31/01/14
Dominican Republic,Peso,DOP,69.1979,01/01/14,31/01/14
Dubai,Dirham,AED,5.9789,01/01/14,31/01/14
Ecuador,Dollar,ECS,1.6392,01/01/14,31/01/14
Egypt,Pound,EGP,11.2103,01/01/14,31/01/14
El Salvador,Colon,SVC,14.2392,01/01/14,31/01/14
Equatorial Guinea,CFA Franc,XAF,777.661,01/01/14,31/01/14
Eritrea,Nakfa,ERN,24.052,01/01/14,31/01/14
Estonia,Euro,EUR,1.191,01/01/14,31/01/14
Ethiopia,Birr,ETB,31.1041,01/01/14,31/01/14
European Community,Euro,EUR,1.191,01/01/14,31/01/14
Fiji Islands,Dollar,FJD,3.08,01/01/14,31/01/14
Finland,Euro,EUR,1.191,01/01/14,31/01/14
Fr. Polynesia,CFP Franc,XPF,141.472,01/01/14,31/01/14
France,Euro,EUR,1.191,01/01/14,31/01/14
Gabon,CFA Franc,XAF,777.661,01/01/14,31/01/14
Gambia,Dalasi,GMD,62.0356,01/01/14,31/01/14
Georgia,Lari,GEL,2.7835,01/01/14,31/01/14
Germany,Euro,EUR,1.191,01/01/14,31/01/14
Ghana,Cedi,GHS,3.7847,01/01/14,31/01/14
Greece,Euro,EUR,1.191,01/01/14,31/01/14
Grenada,E Caribbean Dollar,XCD,4.3951,01/01/14,31/01/14
Guatemala,Quetzal,GTQ,12.8181,01/01/14,31/01/14
Guinea Bissau,CFA Franc,XOF,777.661,01/01/14,31/01/14
Guinea Republic,Franc,GNF,11443.5,01/01/14,31/01/14
Guyana,Dollar,GYD,334.497,01/01/14,31/01/14
Haiti,Gourde,HTG,70.8093,01/01/14,31/01/14
Honduras,Lempira,HNL,33.2885,01/01/14,31/01/14
Hong Kong,Dollar,HKD,12.7073,01/01/14,31/01/14
Hungary,Forint,HUF,357.973,01/01/14,31/01/14
Iceland,Krona,ISK,190.648,01/01/14,31/01/14
India,Rupee,INR,101.636,01/01/14,31/01/14
Indonesia,Rupiah,IDR,19720.8,01/01/14,31/01/14
Iran,Rial,IRR,20165.2,01/01/14,31/01/14
Iraq,Dinar,IQD,1889.06,01/01/14,31/01/14
Ireland,Euro,EUR,1.191,01/01/14,31/01/14
Israel,Shekel,ILS,5.7504,01/01/14,31/01/14
Italy,Euro,EUR,1.191,01/01/14,31/01/14
Jamaica,Dollar,JMD,167.224,01/01/14,31/01/14
Japan,Yen,JPY,169.169,01/01/14,31/01/14
Jordan,Dinar,JOD,1.153,01/01/14,31/01/14
Kazakhstan,Tenge,KZT,250.763,01/01/14,31/01/14
Kenya,Schilling,KES,140.886,01/01/14,31/01/14
Korea (North),Won,KPW,2.1161,01/01/14,31/01/14
Kuwait,Dinar,KWD,0.4599,01/01/14,31/01/14
Kyrgyz Republic,Som,KGS,80.4503,01/01/14,31/01/14
Lao People's Dem Rep,Kip,LAK,12994.7,01/01/14,31/01/14
Latvia,Lat,LVL,1.191,01/01/14,31/01/14
Lebanon,Pound,LBP,2453.09,01/01/14,31/01/14
Lesotho,Loti,LSL,17.8209,01/01/14,31/01/14
Liberia,Dollar,LRD,1.6392,01/01/14,31/01/14
Libya,Dinar,LYD,2.0054,01/01/14,31/01/14
Lithuania,Litas,LTL,4.0934,01/01/14,31/01/14
Luxembourg,Euro,EUR,1.191,01/01/14,31/01/14
Macao,Pataca,MOP,12.9995,01/01/14,31/01/14
Macedonia,Denar,MKD,73.1453,01/01/14,31/01/14
Madagascar,Malagasy Ariary,MGA,3662.34,01/01/14,31/01/14
Malawi,Kwacha,MWK,690.19,01/01/14,31/01/14
Malaysia,Ringgit,MYR,5.3371,01/01/14,31/01/14
Maldive Islands,Rufiyaa,MVR,24.9705,01/01/14,31/01/14
Mali Republic,CFA Franc,XOF,777.661,01/01/14,31/01/14
Malta,Euro,EUR,1.191,01/01/14,31/01/14
Mauritania,Ouguiya,MRO,476.132,01/01/14,31/01/14
Mauritius,Rupee,MUR,49.0782,01/01/14,31/01/14
Mexico,Mexican Peso,MXN,21.3059,01/01/14,31/01/14
Moldova,Leu,MDL,21.2489,01/01/14,31/01/14
Mongolia,Tugrik,MNT,2755.87,01/01/14,31/01/14
Montserrat,E Caribbean Dollar,XCD,4.3951,01/01/14,31/01/14
Morocco,Dirham,MAD,13.3559,01/01/14,31/01/14
Mozambique,Metical,MZN,48.9155,01/01/14,31/01/14
Myanmar,Kyat,MMK,1591.99,01/01/14,31/01/14
Nepal,Rupee,NPR,161.908,01/01/14,31/01/14
Netherland,Euro,EUR,1.191,01/01/14,31/01/14
New Caledonia,CFP Franc,XPF,141.472,01/01/14,31/01/14
New Zealand,Dollar,NZD,1.9916,01/01/14,31/01/14
Nicaragua,Gold Cordoba,NIO,41.136,01/01/14,31/01/14
Niger Republic,CFA Franc,XOF,777.661,01/01/14,31/01/14
Nigeria,Naira,NGN,258.576,01/01/14,31/01/14
Norway,Norwegian Krone,NOK,10.0207,01/01/14,31/01/14
Oman,Rial,OMR,0.6267,01/01/14,31/01/14
Pakistan,Rupee,PKR,174.459,01/01/14,31/01/14
Panama,Balboa,PAB,1.6278,01/01/14,31/01/14
Papua New Guinea,Kina,PGK,4.1285,01/01/14,31/01/14
Paraguay,Guarani,PYG,7397.79,01/01/14,31/01/14
Peru,New Sol,PEN,4.5074,01/01/14,31/01/14
Philippines,Peso,PHP,72.5652,01/01/14,31/01/14
Poland,Zloty,PLN,4.9548,01/01/14,31/01/14
Portugal,Euro,EUR,1.191,01/01/14,31/01/14
Qatar,Riyal,QAR,5.9269,01/01/14,31/01/14
Romania,New Leu,RON,5.2796,01/01/14,31/01/14
Russia,Rouble,RUB,53.5054,01/01/14,31/01/14
Rwanda,Franc,RWF,1096.32,01/01/14,31/01/14
Saotome & Principe,Dobra,STD,28170.7,01/01/14,31/01/14
Saudi Arabia,Riyal,SAR,6.1478,01/01/14,31/01/14
Senegal,CFA Franc,XOF,777.661,01/01/14,31/01/14
Serbia,Dinar,RSD,136.239,01/01/14,31/01/14
Seychelles,Rupee,SCR,19.6502,01/01/14,31/01/14
Sierra Leone,Leone,SLL,7054.08,01/01/14,31/01/14
Singapore,Dollar,SGD,2.0651,01/01/14,31/01/14
Slovakia,Euro,EUR,1.191,01/01/14,31/01/14
Slovenia,Euro,EUR,1.191,01/01/14,31/01/14
Soloman Islands,Dollar,SBD,11.7127,01/01/14,31/01/14
Somali Republic,Schilling,SOS,1834.53,01/01/14,31/01/14
South Africa,Rand,ZAR,16.9397,01/01/14,21/01/14
South Africa,Rand,ZAR,17.7966,22/01/14,31/01/14
South Korea,Won,KRW,1723.16,01/01/14,31/01/14
Spain,Euro,EUR,1.191,01/01/14,31/01/14
Sri Lanka,Rupee,LKR,212.933,01/01/14,31/01/14
St Christopher & Anguilla,E Caribbean Dollar,XCD,4.3951,01/01/14,31/01/14
St Lucia,E Caribbean Dollar,XCD,4.3951,01/01/14,31/01/14
St Vincent,E Caribbean Dollar,XCD,4.3951,01/01/14,31/01/14
Sudan Republic,Pound,SDG,9.2866,01/01/14,31/01/14
Surinam,Dollar,SRG,5.3718,01/01/14,31/01/14
Swaziland,Lilangeni,SZL,17.8209,01/01/14,31/01/14
