Country,Currency,Currency code,Currency units per £1,Start date,End date
Argentina,Peso,ARS,28.5,01/04/2018,30/04/2018
Australia,Dollar,AUD,1.825,01/04/2018,30/04/2018
Brazil,Real,BRL,4.624,01/04/2018,30/04/2018
Canada,Dollar,CAD,1.8224,01/04/2018,30/04/2018
Denmark,Krone,DKK,8.5401,01/04/2018,30/04/2018
Hong Kong,Dollar,HKD,11.03,01/04/2018,30/04/2018
India,Rupee,INR,91.71,01/04/2018,30/04/2018
Israel,Shekel,ILS,4.9143,01/04/2018,30/04/2018
Japan,Yen,JPY,149.54,01/04/2018,30/04/2018
Malaysia,Ringgit,MYR,5.5213,01/04/2018,30/04/2018
Mexico,Mexican Peso,MXN,26.15,01/04/2018,30/04/2018
New Zealand,Dollar,NZD,1.9593,01/04/2018,30/04/2018
Norway,Norwegian Krone,NOK,10.89,01/04/2018,30/04/2018
Philippines,Peso,PHP,73.33,01/04/2018,30/04/2018
Saudi Arabia,Riyal,SAR,5.275,01/04/2018,30/04/2018
Singapore,Dollar,SGD,1.8531,01/04/2018,30/04/2018
South Africa,Rand,ZAR,16.75,01/04/2018,30/04/2018
South Korea,Won,KRW,1507.91,01/04/2018,30/04/2018
Sweden,Krona,SEK,11.57,01/04/2018,30/04/2018
Switzerland,Franc,CHF,1.342,01/04/2018,30/04/2018
Taiwan,Dollar,TWD,41.04,01/04/2018,30/04/2018
Thailand,Baht,THB,43.91,01/04/2018,30/04/2018
USA,Dollar,USD,1.4065,01/04/2018,30/04/2018
Eurozone,Euro,EUR,1.1465,01/04/2018,30/04/2018
Abu Dhabi,Dirham,AED,5.1662,01/04/2018,30/04/2018
Albania,Lek,ALL,148.17,01/04/2018,30/04/2018
Algeria,Dinar,DZD,160.9,01/04/2018,30/04/2018
Angola,Readj Kwanza,AOA,301.97,01/04/2018,30/04/2018
Antigua,E Caribbean Dollar,XCD,3.7976,01/04/2018,30/04/2018
Armenia,Dram,AMD,674.61,01/04/2018,30/04/2018
Aruba,Florin,AWG,2.5177,01/04/2018,30/04/2018
Azerbaijan,New Manat,AZN,2.3946,01/04/2018,30/04/2018
Bahamas,Dollar,BSD,1.4065,01/04/2018,30/04/2018
Bahrain,Dinar,BHD,0.5303,01/04/2018,30/04/2018
Bangladesh,Taka,BDT,116.85,01/04/2018,30/04/2018
Barbados,Dollar,BBD,2.813,01/04/2018,30/04/2018
Belarus,Rouble,BYN,2.7571,01/04/2018,30/04/2018
Belize,Dollar,BZD,2.8113,01/04/2018,30/04/2018
Benin,CFA Franc,XOF,752.07,01/04/2018,30/04/2018
Bermuda,Dollar (US),BMD,1.4065,01/04/2018,30/04/2018
Bhutan,Ngultrum,BTN,91.71,01/04/2018,30/04/2018
Bolivia,Boliviano,BOB,9.719,01/04/2018,30/04/2018
Bosnia- Herzegovinia,Marka,BAM,2.2424,01/04/2018,30/04/2018
Botswana,Pula,BWP,13.53,01/04/2018,30/04/2018
Brunei,Dollar,BND,1.8531,01/04/2018,30/04/2018
