Country,Currency,Currency code,Currency units per £1,Start date,End date
Abu Dhabi,Dirham,AED,6.1815,01/06/14,30/06/14
Afghanistan,Afghani,AFN,93.875,01/06/14,24/06/14
Afghanistan,Afghani,AFN,99.4394,25/06/14,30/06/14
Albania,Lek,ALL,172.343,01/06/14,30/06/14
Algeria,Dinar,DZD,133.341,01/06/14,30/06/14
Angola,Readj Kwanza,AOA,164.34,01/06/14,30/06/14
Antigua,E Caribbean Dollar,XCD,4.544,01/06/14,30/06/14
Argentina,Peso,ARS,13.6079,01/06/14,30/06/14
Armenia,Dram,AMD,694.385,01/06/14,30/06/14
Aruba,Florin,AWG,3.0125,01/06/14,30/06/14
Australia,Dollar,AUD,1.8312,01/06/14,30/06/14
Austria,Euro,EUR,1.2352,01/06/14,30/06/14
Azerbaijan,New Manat,AZN,1.3183,01/06/14,30/06/14
Bahamas,Dollar,BSD,1.6878,01/06/14,30/06/14
Bahrain,Dinar,BHD,0.6345,01/06/14,30/06/14
Bangladesh,Taka,BDT,130.387,01/06/14,30/06/14
Barbados,Dollar,BBD,3.3659,01/06/14,30/06/14
Belarus,Rouble,BYR,16884.2,01/06/14,30/06/14
Belgium,Euro,EUR,1.2352,01/06/14,30/06/14
Belize,Dollar,BZD,3.3912,01/06/14,30/06/14
Benin,CFA Franc,XOF,805.533,01/06/14,30/06/14
Bermuda,Dollar,BMD,1.6878,01/06/14,30/06/14
Bhutan,Ngultrum,BTN,99.2005,01/06/14,30/06/14
Bolivia,Boliviano,BOB,11.6292,01/06/14,30/06/14
Bosnia- Herzegovinia,Marka,BAM,2.4018,01/06/14,30/06/14
Botswana,Pula,BWP,14.6154,01/06/14,30/06/14
Brazil,Real,BRL,3.7332,01/06/14,30/06/14
Brunei,Dollar,BND,2.1049,01/06/14,30/06/14
Bulgaria,Lev,BGN,2.4021,01/06/14,30/06/14
Burkina Faso,CFA Franc,XOF,805.533,01/06/14,30/06/14
Burundi,Franc,BIF,2608.41,01/06/14,30/06/14
Cambodia,Riel,KHR,6773.87,01/06/14,30/06/14
Cameroon Republic,CFA Franc,XAF,805.533,01/06/14,30/06/14
Canada,Dollar,CAD,1.8454,01/06/14,30/06/14
Cape Verde Islands,Escudo,CVE,133.357,01/06/14,30/06/14
Cayman Islands,Dollar,KYD,1.38,01/06/14,30/06/14
Central African Republic,CFA Franc,XAF,805.533,01/06/14,30/06/14
Chad,CFA Franc,XAF,805.533,01/06/14,30/06/14
Chile,Peso,CLP,925.968,01/06/14,30/06/14
China,Yuan,CNY,10.4905,01/06/14,30/06/14
Colombia,Peso,COP,3239.59,01/06/14,30/06/14
Comoros,Franc,KMF,604.15,01/06/14,30/06/14
Congo,CFA Franc,XAF,805.533,01/06/14,30/06/14
Congo,Congo Fr,CDF,1553.03,01/06/14,30/06/14
Costa Rica,Colon,CRC,928.586,01/06/14,30/06/14
Cote d'Ivoire,CFA Franc,XOF,805.533,01/06/14,30/06/14
Croatia,Kuna,HRK,9.3312,01/06/14,30/06/14
Cuba,Peso,CUP,1.683,01/06/14,30/06/14
Cyprus,Euro,EUR,1.2352,01/06/14,30/06/14
Czech Republic,Koruna,CZK,33.702,01/06/14,30/06/14
Denmark,Krone,DKK,9.2208,01/06/14,30/06/14
Djibouti,Franc,DJF,297.966,01/06/14,30/06/14
Dominica,E Caribbean Dollar,XCD,4.544,01/06/14,30/06/14
Dominican Republic,Peso,DOP,72.4932,01/06/14,30/06/14
Dubai,Dirham,AED,6.1815,01/06/14,30/06/14
Ecuador,Dollar,ECS,1.6878,01/06/14,30/06/14
Egypt,Pound,EGP,11.9701,01/06/14,30/06/14
El Salvador,Colon,SVC,14.7208,01/06/14,30/06/14
Equatorial Guinea,CFA Franc,XAF,805.533,01/06/14,30/06/14
Eritrea,Nakfa,ERN,24.874,01/06/14,30/06/14
Estonia,Euro,EUR,1.2352,01/06/14,30/06/14
Ethiopia,Birr,ETB,32.8479,01/06/14,30/06/14
European Community,Euro,EUR,1.2352,01/06/14,30/06/14
Fiji Islands,Dollar,FJD,3.1005,01/06/14,30/06/14
Finland,Euro,EUR,1.2352,01/06/14,30/06/14
France,Euro,EUR,1.2352,01/06/14,30/06/14
French Polynesia,CFP Franc,XPF,146.543,01/06/14,30/06/14
Gabon,CFA Franc,XAF,805.533,01/06/14,30/06/14
Gambia,Dalasi,GMD,66.7291,01/06/14,30/06/14
Georgia,Lari,GEL,2.9436,01/06/14,30/06/14
Germany,Euro,EUR,1.2352,01/06/14,30/06/14
Ghana,Cedi,GHS,4.9732,01/06/14,24/06/14
Ghana,Cedi,GHS,5.2747,25/06/14,30/06/14
Greece,Euro,EUR,1.2352,01/06/14,30/06/14
Grenada,E Caribbean Dollar,XCD,4.544,01/06/14,30/06/14
Guatemala,Quetzal,GTQ,12.9865,01/06/14,30/06/14
Guinea Bissau,CFA Franc,XOF,805.533,01/06/14,30/06/14
Guinea Republic,Franc,GNF,11831.2,01/06/14,30/06/14
Guyana,Dollar,GYD,346.654,01/06/14,30/06/14
Haiti,Gourde,HTG,75.9038,01/06/14,30/06/14
Honduras,Lempira,HNL,34.6856,01/06/14,30/06/14
Hong Kong,Dollar,HKD,13.0855,01/06/14,30/06/14
Hungary,Forint,HUF,374.014,01/06/14,30/06/14
Iceland,Krona,ISK,189.425,01/06/14,30/06/14
India,Rupee,INR,99.2005,01/06/14,30/06/14
Indonesia,Rupiah,IDR,19206.7,01/06/14,30/06/14
Iran,Rial,IRR,42967.4,01/06/14,30/06/14
Iraq,Dinar,IQD,1957.27,01/06/14,30/06/14
Ireland,Euro,EUR,1.2352,01/06/14,30/06/14
Israel,Shekel,ILS,5.8951,01/06/14,30/06/14
Italy,Euro,EUR,1.2352,01/06/14,30/06/14
Jamaica,Dollar,JMD,186.025,01/06/14,30/06/14
Japan,Yen,JPY,171.303,01/06/14,30/06/14
Jordan,Dinar,JOD,1.1921,01/06/14,30/06/14
Kazakhstan,Tenge,KZT,306.415,01/06/14,30/06/14
Kenya,Schilling,KES,147.342,01/06/14,30/06/14
Korea,Won,KPW,2.1878,01/06/14,30/06/14
Kuwait,Dinar,KWD,0.4745,01/06/14,30/06/14
Kyrgyz Republic,Som,KGS,87.659,01/06/14,30/06/14
Lao People's Dem Republic,Kip,LAK,13520.8,01/06/14,30/06/14
Latvia,LV,EUR,1.2352,01/06/14,30/06/14
Lebanon,Pound,LBP,2545.46,01/06/14,30/06/14
Lesotho,Loti,LSL,17.4202,01/06/14,30/06/14
Liberia,Dollar,LRD,1.6878,01/06/14,30/06/14
Libya,Dinar,LYD,2.0566,01/06/14,30/06/14
Lithuania,Litas,LTL,4.2401,01/06/14,30/06/14
Luxembourg,Euro,EUR,1.2352,01/06/14,30/06/14
Macao,Pataca,MOP,13.4374,01/06/14,30/06/14
Macedonia,Denar,MKD,75.5729,01/06/14,30/06/14
Madagascar,Malagasy Ariary,MGA,4013.84,01/06/14,30/06/14
Malawi,Kwacha,MWK,664.769,01/06/14,30/06/14
Malaysia,Ringgit,MYR,5.4246,01/06/14,30/06/14
Maldive Islands,Rufiyaa,MVR,25.8333,01/06/14,30/06/14
Mali Republic,CFA Franc,XOF,805.533,01/06/14,30/06/14
Malta,Euro,EUR,1.2352,01/06/14,30/06/14
Mauritania,Ouguiya,MRO,500.679,01/06/14,30/06/14
Mauritius,Rupee,MUR,50.8252,01/06/14,30/06/14
