Country,Currency,Currency code,Currency units per £1,Start Date,End Date
Abu Dhabi,Dirham,AED,4.8404,01/08/2016,31/08/2016
Albania,Lek,ALL,162.84,01/08/2016,31/08/2016
Algeria,Dinar,DZD,145.94,01/08/2016,31/08/2016
Angola,Readj Kwanza,AOA,218.4,01/08/2016,31/08/2016
Antigua,E Caribbean Dollar,XCD,3.5581,01/08/2016,31/08/2016
Argentina,Peso,ARS,19.68,01/08/2016,31/08/2016
Armenia,Dram,AMD,628.01,01/08/2016,31/08/2016
Aruba,Florin,AWG,2.3589,01/08/2016,31/08/2016
Australia,Dollar,AUD,1.7602,01/08/2016,31/08/2016
Azerbaijan,New Manat,AZN,2.0742,01/08/2016,31/08/2016
Bahamas,Dollar,BSD,1.3178,01/08/2016,31/08/2016
Bahrain,Dinar,BHD,0.4974,01/08/2016,31/08/2016
Bangladesh,Taka,BDT,103.4,01/08/2016,31/08/2016
Barbados,Dollar,BBD,2.6356,01/08/2016,31/08/2016
Belarus,Rouble,BYR,2.6455,01/08/2016,31/08/2016
Belize,Dollar,BZD,2.629,01/08/2016,31/08/2016
Benin,CFA Franc,XOF,785.15,01/08/2016,31/08/2016
Bermuda,Dollar (US),BMD,1.3178,01/08/2016,31/08/2016
Bhutan,Ngultrum,BTN,88.55,01/08/2016,31/08/2016
Bolivia,Boliviano,BOB,9.1389,01/08/2016,31/08/2016
Bosnia- Herzegovinia,Marka,BAM,2.3411,01/08/2016,31/08/2016
Botswana,Pula,BWP,14.1699,01/08/2016,31/08/2016
Brazil,Real,BRL,4.2716,01/08/2016,31/08/2016
Brunei,Dollar,BND,1.7892,01/08/2016,31/08/2016
Bulgaria,Lev,BGN,2.3411,01/08/2016,31/08/2016
Burkina Faso,CFA Franc,XOF,785.15,01/08/2016,31/08/2016
Burundi,Franc,BIF,2184.36,01/08/2016,31/08/2016
Cambodia,Riel,KHR,5383.21,01/08/2016,31/08/2016
Cameroon Republic,CFA Franc,XAF,785.15,01/08/2016,31/08/2016
Canada,Dollar,CAD,1.7171,01/08/2016,31/08/2016
