Country,Currency,Currency Code,Currency units per £1,Start date,End date
Abu Dhabi,Dirham,AED,5.3101,01/03/2016,31/03/2016
Albania,Lek,ALL,178.42,01/03/2016,31/03/2016
Algeria,Dinar,DZD,152.77,01/03/2016,31/03/2016
Angola,Readj Kwanza,AOA,228.07,01/03/2016,31/03/2016
Antigua,E Caribbean Dollar,XCD,3.9034,01/03/2016,31/03/2016
Argentina,Peso,ARS,21.39,01/03/2016,31/03/2016
Armenia,Dram,AMD,717.13,01/03/2016,31/03/2016
Aruba,Florin,AWG,2.5878,01/03/2016,31/03/2016
Australia,Dollar,AUD,1.9969,01/03/2016,22/03/2016
Australia,Dollar,AUD,1.8956,23/03/2016,31/03/2016
Azerbaijan,New Manat,AZN,2.2963,01/03/2016,08/03/2016
Azerbaijan,New Manat,AZN,2.1695,09/03/2016,15/03/2016
Azerbaijan,New Manat,AZN,2.3122,16/03/2016,31/03/2016
Bahamas,Dollar,BSD,1.4318,01/03/2016,31/03/2016
Bahrain,Dinar,BHD,0.5452,01/03/2016,31/03/2016
Bangladesh,Taka,BDT,113.55,01/03/2016,31/03/2016
Barbados,Dollar,BBD,2.8914,01/03/2016,31/03/2016
Belarus,Rouble,BYR,31848.65,01/03/2016,08/03/2016
Belarus,Rouble,BYR,29791.78,09/03/2016,31/03/2016
Belize,Dollar,BZD,2.8842,01/03/2016,31/03/2016
Benin,CFA Franc,XOF,843.39,01/03/2016,31/03/2016
Bermuda,Dollar (US),BMD,1.4318,01/03/2016,31/03/2016
Bhutan,Ngultrum,BTN,97.95,01/03/2016,31/03/2016
Bolivia,Boliviano,BOB,9.9608,01/03/2016,31/03/2016
Bosnia- Herzegovinia,Marka,BAM,2.5147,01/03/2016,31/03/2016
Botswana,Pula,BWP,16.3,01/03/2016,31/03/2016
Brazil,Real,BRL,5.6993,01/03/2016,15/03/2016
Brazil,Real,BRL,5.3875,16/03/2016,31/03/2016
Brunei,Dollar,BND,2.0204,01/03/2016,31/03/2016
Bulgaria,Lev,BGN,2.5149,01/03/2016,31/03/2016
Burkina Faso,CFA Franc,XOF,843.39,01/03/2016,31/03/2016
Burundi,Franc,BIF,2254.05,01/03/2016,31/03/2016
Cambodia,Riel,KHR,5820.35,01/03/2016,31/03/2016
Cameroon Republic,CFA Franc,XAF,843.39,01/03/2016,31/03/2016
Canada,Dollar,CAD,1.9606,01/03/2016,31/03/2016
Cape Verde Islands,Escudo,CVE,141.46,01/03/2016,31/03/2016
Cayman Islands,Dollar,KYD,1.1855,01/03/2016,31/03/2016
Central African Republic,CFA Franc,XAF,843.39,01/03/2016,31/03/2016
Chad,CFA Franc,XAF,843.39,01/03/2016,31/03/2016
Chile,Peso,CLP,1024.66,01/03/2016,08/03/2016
Chile,Peso,CLP,958.02,09/03/2016,31/03/2016
China,Yuan,CNY,9.4975,01/03/2016,31/03/2016
Colombia,Peso,COP,4929.09,01/03/2016,08/03/2016
Colombia,Peso,COP,4580.17,09/03/2016,31/03/2016
Comoros,Franc,KMF,632.54,01/03/2016,31/03/2016
Congo (Brazaville),CFA Franc,XAF,843.39,01/03/2016,31/03/2016
Congo (DemRep),Congo Fr,CDF,1335.82,01/03/2016,31/03/2016
Costa Rica,Colon,CRC,773.79,01/03/2016,31/03/2016
Cote d'Ivoire,CFA Franc,XOF,843.39,01/03/2016,31/03/2016
Croatia,Kuna,HRK,9.8,01/03/2016,31/03/2016
Cuba,Peso,CUP,1.4457,01/03/2016,31/03/2016
Czech Republic,Koruna,CZK,34.77,01/03/2016,31/03/2016
Denmark,Krone,DKK,9.59,01/03/2016,31/03/2016
Djibouti,Franc,DJF,256.92,01/03/2016,31/03/2016
Dominica,E Caribbean Dollar,XCD,3.9034,01/03/2016,31/03/2016
Dominican Republic,Peso,DOP,66,01/03/2016,31/03/2016
Dubai,Dirham,AED,5.3101,01/03/2016,31/03/2016
Ecuador,Dollar,ECS,1.4318,01/03/2016,31/03/2016
Egypt,Pound,EGP,11.31,01/03/2016,29/03/2016
Egypt,Pound,EGP,12.89,30/03/2016,31/03/2016
El Salvador,Colon,SVC,12.64,01/03/2016,31/03/2016
Equatorial Guinea,CFA Franc,XAF,843.39,01/03/2016,31/03/2016
Eritrea,Nakfa,ERN,21.68,01/03/2016,31/03/2016
Ethiopia,Birr,ETB,30.74,01/03/2016,31/03/2016
Eurozone,Euro,EUR,1.286,01/03/2016,31/03/2016
Fiji Islands,Dollar,FJD,3.0964,01/03/2016,31/03/2016
Fr. Polynesia,CFP Franc,XPF,153.43,01/03/2016,31/03/2016
Gabon,CFA Franc,XAF,843.39,01/03/2016,31/03/2016
Gambia,Dalasi,GMD,56.9,01/03/2016,31/03/2016
Georgia,Lari,GEL,3.6142,01/03/2016,08/03/2016
Georgia,Lari,GEL,3.4173,09/03/2016,31/03/2016
Ghana,Cedi,GHS,5.7611,01/03/2016,08/03/2016
Ghana,Cedi,GHS,5.4066,09/03/2016,31/03/2016
Grenada,E Caribbean Dollar,XCD,3.9034,01/03/2016,31/03/2016
Guatemala,Quetzal,GTQ,11.07,01/03/2016,31/03/2016
Guinea Bissau,CFA Franc,XOF,843.39,01/03/2016,31/03/2016
Guinea Republic,Franc,GNF,11110.14,01/03/2016,31/03/2016
Guyana,Dollar,GYD,298.1,01/03/2016,31/03/2016
Haiti,Gourde,HTG,85.9,01/03/2016,31/03/2016
Honduras,Lempira,HNL,32.66,01/03/2016,31/03/2016
Hong Kong,Dollar,HKD,11.14,01/03/2016,31/03/2016
Hungary,Forint,HUF,399.01,01/03/2016,31/03/2016
Iceland,Krona,ISK,183.35,01/03/2016,31/03/2016
India,Rupee,INR,97.95,01/03/2016,31/03/2016
Indonesia,Rupiah,IDR,19502.41,01/03/2016,31/03/2016
Iraq,Dinar,IQD,1713.14,01/03/2016,31/03/2016
Israel,Shekel,ILS,5.5797,01/03/2016,31/03/2016
Jamaica,Dollar,JMD,175.21,01/03/2016,31/03/2016
Japan,Yen,JPY,163.61,01/03/2016,01/03/2016
Japan,Yen,JPY,154.89,02/03/2016,31/03/2016
Jordan,Dinar,JOD,1.0257,01/03/2016,31/03/2016
Kazakhstan,Tenge,KZT,533.08,01/03/2016,01/03/2016
Kazakhstan,Tenge,KZT,504.33,02/03/2016,31/03/2016
Kenya,Schilling,KES,147.24,01/03/2016,31/03/2016
Kuwait,Dinar,KWD,0.4315,01/03/2016,31/03/2016
Kyrgyz Republic,Som,KGS,109.06,01/03/2016,08/03/2016
Kyrgyz Republic,Som,KGS,103.16,09/03/2016,31/03/2016
Lao People's Dem Rep,Kip,LAK,11739.02,01/03/2016,31/03/2016
Lebanon,Pound,LBP,2182.99,01/03/2016,31/03/2016
Lesotho,Loti,LSL,22.93,01/03/2016,31/03/2016
