Country,Currency,Currency code,Currency units per £1,Start date,End date
Abu Dhabi,Dirham,AED,5.8005,01/06/2015,30/06/2015
Albania,Lek,ALL,194.75,01/06/2015,30/06/2015
Algeria,Dinar,DZD,154.75,01/06/2015,30/06/2015
Angola,Readj Kwanza,AOA,172.95,01/06/2015,23/06/2015
Angola,Readj Kwanza,AOA,184.0729,24/06/2015,30/06/2015
Antigua,E Caribbean Dollar,XCD,4.2639,01/06/2015,30/06/2015
Argentina,Peso,ARS,13.93,01/06/2015,30/06/2015
Armenia,Dram,AMD,760.7662,01/06/2015,30/06/2015
Aruba,Florin,AWG,2.8268,01/06/2015,30/06/2015
Australia,Dollar,AUD,1.9748,01/06/2015,30/06/2015
Azerbaijan,New Manat,AZN,1.6561,01/06/2015,30/06/2015
Bahamas,Dollar,BSD,1.555,01/06/2015,30/06/2015
Bahrain,Dinar,BHD,0.5954,01/06/2015,30/06/2015
Bangladesh,Taka,BDT,122.8779,01/06/2015,30/06/2015
Barbados,Dollar,BBD,3.1584,01/06/2015,30/06/2015
Belarus,Rouble,BYR,22424.74,01/06/2015,23/06/2015
Belarus,Rouble,BYR,23820.6969,24/06/2015,30/06/2015
Belize,Dollar,BZD,3.1505,01/06/2015,30/06/2015
Benin,CFA Franc,XOF,905.4197,01/06/2015,30/06/2015
Bermuda,Dollar (US),BMD,1.555,01/06/2015,30/06/2015
Bhutan,Ngultrum,BTN,99.31,01/06/2015,30/06/2015
Bolivia,Boliviano,BOB,10.8965,01/06/2015,30/06/2015
Bosnia- Herzegovinia,Marka,BAM,2.6996,01/06/2015,30/06/2015
Botswana,Pula,BWP,15.2728,01/06/2015,30/06/2015
Brazil,Real,BRL,4.7261,01/06/2015,30/06/2015
Brunei,Dollar,BND,2.0838,01/06/2015,30/06/2015
Bulgaria,Lev,BGN,2.7,01/06/2015,30/06/2015
Burkina Faso,CFA Franc,XOF,905.4197,01/06/2015,30/06/2015
Burundi,Franc,BIF,2473.272,01/06/2015,30/06/2015
Cambodia,Riel,KHR,6340.5082,01/06/2015,30/06/2015
Cameroon Republic,CFA Franc,XAF,905.4197,01/06/2015,30/06/2015
Canada,Dollar,CAD,1.9017,01/06/2015,30/06/2015
Cape Verde Islands,Escudo,CVE,151.2089,01/06/2015,30/06/2015
Cayman Islands,Dollar,KYD,1.2949,01/06/2015,30/06/2015
