Country,Currency,Currency Code,Currency units per £1,Start Date,End Date
Abu Dhabi,Dirham,AED,4.5542,01/12/2016,31/12/2016
Albania,Lek,ALL,159.79,01/12/2016,31/12/2016
Algeria,Dinar,DZD,137.73,01/12/2016,31/12/2016
Angola,Readj Kwanza,AOA,205.51,01/12/2016,31/12/2016
Antigua,E Caribbean Dollar,XCD,3.3477,01/12/2016,31/12/2016
Argentina,Peso,ARS,19.22,01/12/2016,31/12/2016
Armenia,Dram,AMD,594.3,01/12/2016,31/12/2016
Aruba,Florin,AWG,2.2194,01/12/2016,31/12/2016
Australia,Dollar,AUD,1.678,01/12/2016,31/12/2016
Azerbaijan,New Manat,AZN,2.1525,01/12/2016,31/12/2016
Bahamas,Dollar,BSD,1.2399,01/12/2016,31/12/2016
Bahrain,Dinar,BHD,0.4674,01/12/2016,31/12/2016
Bangladesh,Taka,BDT,98.36,01/12/2016,31/12/2016
Barbados,Dollar,BBD,2.4798,01/12/2016,31/12/2016
Belarus,Rouble,BYR,2.4891,01/12/2016,31/12/2016
Belize,Dollar,BZD,2.4922,01/12/2016,31/12/2016
Benin,CFA Franc,XOF,772.23,01/12/2016,31/12/2016
Bermuda,Dollar (US),BMD,1.2399,01/12/2016,31/12/2016
Bhutan,Ngultrum,BTN,84.94,01/12/2016,31/12/2016
Bolivia,Boliviano,BOB,8.5925,01/12/2016,31/12/2016
Bosnia- Herzegovinia,Marka,BAM,2.3025,01/12/2016,31/12/2016
Botswana,Pula,BWP,13.4,01/12/2016,31/12/2016
Brazil,Real,BRL,4.2371,01/12/2016,31/12/2016
Brunei,Dollar,BND,1.7785,01/12/2016,31/12/2016
Bulgaria,Lev,BGN,2.3026,01/12/2016,31/12/2016
Burkina Faso,CFA Franc,XOF,772.23,01/12/2016,31/12/2016
Burundi,Franc,BIF,2073.11,01/12/2016,31/12/2016
Cambodia,Riel,KHR,4984.37,01/12/2016,31/12/2016
Cameroon Republic,CFA Franc,XAF,772.23,01/12/2016,31/12/2016
Canada,Dollar,CAD,1.6737,01/12/2016,31/12/2016
Cape Verde Islands,Escudo,CVE,130.25,01/12/2016,31/12/2016
Cayman Islands,Dollar,KYD,1.0167,01/12/2016,31/12/2016
Central African Republic,CFA Franc,XAF,772.23,01/12/2016,31/12/2016
Chad,CFA Franc,XAF,772.23,01/12/2016,31/12/2016
Chile,Peso,CLP,844.36,01/12/2016,31/12/2016
China,Yuan,CNY,8.5463,01/12/2016,31/12/2016
