Country,Currency,Currency Code,Currency units per £1,Start date,End date
Abu Dhabi,Dirham,AED,4.7902,01/08/2017,31/08/2017
Albania,Lek,ALL,150.08,01/08/2017,31/08/2017
Algeria,Dinar,DZD,142.11,01/08/2017,31/08/2017
Angola,Readj Kwanza,AOA,216.38,01/08/2017,31/08/2017
Antigua,E Caribbean Dollar,XCD,3.5212,01/08/2017,31/08/2017
Argentina,Peso,ARS,22.62,01/08/2017,31/08/2017
Armenia,Dram,AMD,624.09,01/08/2017,31/08/2017
Aruba,Florin,AWG,2.3344,01/08/2017,31/08/2017
Australia,Dollar,AUD,1.6426,01/08/2017,31/08/2017
Azerbaijan,New Manat,AZN,2.1986,01/08/2017,31/08/2017
Bahamas,Dollar,BSD,1.3042,01/08/2017,31/08/2017
Bahrain,Dinar,BHD,0.4919,01/08/2017,31/08/2017
Bangladesh,Taka,BDT,105.44,01/08/2017,31/08/2017
Barbados,Dollar,BBD,2.6083,01/08/2017,31/08/2017
Belarus,Rouble,BYN,2.6181,01/08/2017,31/08/2017
Belize,Dollar,BZD,2.6067,01/08/2017,31/08/2017
Benin,CFA Franc,XOF,742.69,01/08/2017,31/08/2017
Bermuda,Dollar (US),BMD,1.3042,01/08/2017,31/08/2017
Bhutan,Ngultrum,BTN,83.88,01/08/2017,31/08/2017
Bolivia,Boliviano,BOB,9.0117,01/08/2017,31/08/2017
Bosnia- Herzegovinia,Marka,BAM,2.2145,01/08/2017,31/08/2017
Botswana,Pula,BWP,13.23,01/08/2017,31/08/2017
Brazil,Real,BRL,4.1145,01/08/2017,31/08/2017
Brunei,Dollar,BND,1.7844,01/08/2017,31/08/2017
Bulgaria,Lev,BGN,2.2147,01/08/2017,31/08/2017
Burkina Faso,CFA Franc,XOF,742.69,01/08/2017,31/08/2017
Burundi,Franc,BIF,2277.05,01/08/2017,31/08/2017
Cambodia,Riel,KHR,5347.03,01/08/2017,31/08/2017
Cameroon Republic,CFA Franc,XAF,742.69,01/08/2017,31/08/2017
Canada,Dollar,CAD,1.6426,01/08/2017,31/08/2017
Cape Verde Islands,Escudo,CVE,124.67,01/08/2017,31/08/2017
Cayman Islands,Dollar,KYD,1.0694,01/08/2017,31/08/2017
Central African Republic,CFA Franc,XAF,742.69,01/08/2017,31/08/2017
Chad,CFA Franc,XAF,742.69,01/08/2017,31/08/2017
Chile,Peso,CLP,853.34,01/08/2017,31/08/2017
China,Yuan,CNY,8.8102,01/08/2017,31/08/2017
Colombia,Peso,COP,3926.02,01/08/2017,31/08/2017
Comoros,Franc,KMF,557.01,01/08/2017,31/08/2017
Congo (Brazaville),CFA Franc,XAF,742.69,01/08/2017,31/08/2017
Congo (DemRep),Congo Fr,CDF,2024.04,01/08/2017,31/08/2017
Costa Rica,Colon,CRC,746.19,01/08/2017,31/08/2017
Cote d'Ivoire,CFA Franc,XOF,742.69,01/08/2017,31/08/2017
Croatia,Kuna,HRK,8.396,01/08/2017,31/08/2017
Cuba,Peso,CUP,1.3042,01/08/2017,31/08/2017
Czech Republic,Koruna,CZK,29.52,01/08/2017,31/08/2017
Denmark,Krone,DKK,8.4196,01/08/2017,31/08/2017
Djibouti,Franc,DJF,231.77,01/08/2017,31/08/2017
Dominica,E Caribbean Dollar,XCD,3.5212,01/08/2017,31/08/2017
Dominican Republic,Peso,DOP,61.61,01/08/2017,31/08/2017
Dubai,Dirham,AED,4.7902,01/08/2017,31/08/2017
Ecuador,Dollar,ECS,1.3042,01/08/2017,31/08/2017
Egypt,Pound,EGP,23.39,01/08/2017,31/08/2017
El Salvador,Colon,SVC,11.41,01/08/2017,31/08/2017
Equatorial Guinea,CFA Franc,XAF,742.69,01/08/2017,31/08/2017
Eritrea,Nakfa,ERN,19.56,01/08/2017,31/08/2017
Ethiopia,Birr,ETB,30.35,01/08/2017,31/08/2017
Eurozone,Euro,EUR,1.1322,01/08/2017,31/08/2017
Fiji Islands,Dollar,FJD,2.6456,01/08/2017,31/08/2017
Fr. Polynesia,CFP Franc,XPF,135.11,01/08/2017,31/08/2017
Gabon,CFA Franc,XAF,742.69,01/08/2017,31/08/2017
Gambia,Dalasi,GMD,59.99,01/08/2017,31/08/2017
Georgia,Lari,GEL,3.1274,01/08/2017,31/08/2017
Ghana,Cedi,GHS,5.7513,01/08/2017,31/08/2017
Grenada,E Caribbean Dollar,XCD,3.5212,01/08/2017,31/08/2017
Guatemala,Quetzal,GTQ,9.5112,01/08/2017,31/08/2017
Guinea Bissau,CFA Franc,XOF,742.69,01/08/2017,31/08/2017
Guinea Republic,Franc,GNF,11737.33,01/08/2017,31/08/2017
Guyana,Dollar,GYD,271.23,01/08/2017,31/08/2017
Haiti,Gourde,HTG,82.46,01/08/2017,31/08/2017
Honduras,Lempira,HNL,30.55,01/08/2017,31/08/2017
Hong Kong,Dollar,HKD,10.18,01/08/2017,31/08/2017
Hungary,Forint,HUF,347.02,01/08/2017,31/08/2017
Iceland,Krona,ISK,138.59,01/08/2017,31/08/2017
India,Rupee,INR,83.88,01/08/2017,31/08/2017
Indonesia,Rupiah,IDR,17370.06,01/08/2017,31/08/2017
Iraq,Dinar,IQD,1543.46,01/08/2017,31/08/2017
Israel,Shekel,ILS,4.6545,01/08/2017,31/08/2017
Jamaica,Dollar,JMD,166.6,01/08/2017,31/08/2017
Japan,Yen,JPY,145.67,01/08/2017,31/08/2017
Jordan,Dinar,JOD,0.9246,01/08/2017,31/08/2017
Kazakhstan,Tenge,KZT,425.59,01/08/2017,31/08/2017
Kenya,Schilling,KES,135.63,01/08/2017,31/08/2017
Kuwait,Dinar,KWD,0.3949,01/08/2017,31/08/2017
Kyrgyz Republic,Som,KGS,90.29,01/08/2017,31/08/2017
