Country,Currency,Currency Code,Currency units per £1,Start date,End date
Abu Dhabi,Dirham,AED,4.879,01/12/2017,31/12/2017
Albania,Lek,ALL,150.56,01/12/2017,31/12/2017
Algeria,Dinar,DZD,152.51,01/12/2017,31/12/2017
Angola,Readj Kwanza,AOA,220.4,01/12/2017,31/12/2017
Antigua,E Caribbean Dollar,XCD,3.5866,01/12/2017,31/12/2017
Argentina,Peso,ARS,23.1831,01/12/2017,31/12/2017
Armenia,Dram,AMD,642.59,01/12/2017,31/12/2017
Aruba,Florin,AWG,2.3778,01/12/2017,31/12/2017
Australia,Dollar,AUD,1.7512,01/12/2017,31/12/2017
Azerbaijan,New Manat,AZN,2.2582,01/12/2017,31/12/2017
Bahamas,Dollar,BSD,1.3284,01/12/2017,31/12/2017
Bahrain,Dinar,BHD,0.5019,01/12/2017,31/12/2017
Bangladesh,Taka,BDT,111.78,01/12/2017,31/12/2017
Barbados,Dollar,BBD,2.6567,01/12/2017,31/12/2017
Belarus,Rouble,BYN,2.6667,01/12/2017,31/12/2017
Belize,Dollar,BZD,2.6551,01/12/2017,31/12/2017
Benin,CFA Franc,XOF,739.27,01/12/2017,31/12/2017
Bermuda,Dollar (US),BMD,1.3284,01/12/2017,31/12/2017
Bhutan,Ngultrum,BTN,86.26,01/12/2017,31/12/2017
Bolivia,Boliviano,BOB,9.1789,01/12/2017,31/12/2017
Bosnia- Herzegovinia,Marka,BAM,2.2043,01/12/2017,31/12/2017
Botswana,Pula,BWP,13.83,01/12/2017,31/12/2017
Brazil,Real,BRL,4.3121,01/12/2017,31/12/2017
Brunei,Dollar,BND,1.7929,01/12/2017,31/12/2017
Bulgaria,Lev,BGN,2.2044,01/12/2017,31/12/2017
Burkina Faso,CFA Franc,XOF,739.27,01/12/2017,31/12/2017
Burundi,Franc,BIF,2329.55,01/12/2017,31/12/2017
Cambodia,Riel,KHR,5351.94,01/12/2017,31/12/2017
Cameroon Republic,CFA Franc,XAF,739.27,01/12/2017,31/12/2017
