Country,Currency,Currency code,Currency units per £1,Start Date,End Date
Abu Dhabi,Dirham,AED,4.7417,01/09/2018,30/09/2018
Albania,Lek,ALL,139.8,01/09/2018,30/09/2018
Algeria,Dinar,DZD,152.51,01/09/2018,30/09/2018
Angola,Readj Kwanza,AOA,351.9,01/09/2018,30/09/2018
Antigua,E Caribbean Dollar,XCD,3.4854,01/09/2018,30/09/2018
Argentina,Peso,ARS,39.04,01/09/2018,30/09/2018
Armenia,Dram,AMD,623.37,01/09/2018,30/09/2018
Aruba,Florin,AWG,2.3107,01/09/2018,30/09/2018
Australia,Dollar,AUD,1.756,01/09/2018,30/09/2018
Azerbaijan,New Manat,AZN,2.19,01/09/2018,30/09/2018
Bahamas,Dollar,BSD,1.2909,01/09/2018,30/09/2018
Bahrain,Dinar,BHD,0.4872,01/09/2018,30/09/2018
Bangladesh,Taka,BDT,108.37,01/09/2018,30/09/2018
Barbados,Dollar,BBD,2.5818,01/09/2018,30/09/2018
Belarus,Rouble,BYN,2.6405,01/09/2018,30/09/2018
Belize,Dollar,BZD,2.5802,01/09/2018,30/09/2018
Benin,CFA Franc,XOF,730.07,01/09/2018,30/09/2018
Bermuda,Dollar (US),BMD,1.2909,01/09/2018,30/09/2018
Bhutan,Ngultrum,BTN,90.15,01/09/2018,30/09/2018
Bolivia,Boliviano,BOB,8.9202,01/09/2018,30/09/2018
Bosnia- Herzegovinia,Marka,BAM,2.1769,01/09/2018,30/09/2018
Botswana,Pula,BWP,13.72,01/09/2018,30/09/2018
Brazil,Real,BRL,5.2733,01/09/2018,30/09/2018
Brunei,Dollar,BND,1.7643,01/09/2018,30/09/2018
Bulgaria,Lev,BGN,2.1769,01/09/2018,30/09/2018
Burkina Faso,CFA Franc,XOF,730.07,01/09/2018,30/09/2018
Burundi,Franc,BIF,2313.92,01/09/2018,30/09/2018
Cambodia,Riel,KHR,5253.98,01/09/2018,30/09/2018
Cameroon Republic,CFA Franc,XAF,730.07,01/09/2018,30/09/2018
Canada,Dollar,CAD,1.6819,01/09/2018,30/09/2018
Cape Verde Islands,Escudo,CVE,123.55,01/09/2018,30/09/2018
Cayman Islands,Dollar,KYD,1.0585,01/09/2018,30/09/2018
Central African Republic,CFA Franc,XAF,730.07,01/09/2018,30/09/2018
Chad,CFA Franc,XAF,730.07,01/09/2018,30/09/2018
Chile,Peso,CLP,851.27,01/09/2018,30/09/2018
China,Yuan,CNY,8.8375,01/09/2018,30/09/2018
Colombia,Peso,COP,3825.72,01/09/2018,30/09/2018
Comoros,Franc,KMF,547.55,01/09/2018,30/09/2018
Congo (Brazaville),CFA Franc,XAF,730.07,01/09/2018,30/09/2018
Congo (DemRep),Congo Fr,CDF,2092.55,01/09/2018,30/09/2018
Costa Rica,Colon,CRC,733.14,01/09/2018,30/09/2018
Cote d'Ivoire,CFA Franc,XOF,730.07,01/09/2018,30/09/2018
Croatia,Kuna,HRK,8.269,01/09/2018,30/09/2018
Cuba,Peso,CUP,1.2909,01/09/2018,30/09/2018
Czech Republic,Koruna,CZK,28.62,01/09/2018,30/09/2018
Denmark,Krone,DKK,8.3008,01/09/2018,30/09/2018
Djibouti,Franc,DJF,229.41,01/09/2018,30/09/2018
Dominica,E Caribbean Dollar,XCD,3.4854,01/09/2018,30/09/2018
Dominican Republic,Peso,DOP,63.83,01/09/2018,30/09/2018
Dubai,Dirham,AED,4.7417,01/09/2018,30/09/2018
Ecuador,Dollar,ECS,1.2909,01/09/2018,30/09/2018
Egypt,Pound,EGP,23.06,01/09/2018,30/09/2018
El Salvador,Colon,SVC,11.29,01/09/2018,30/09/2018
Equatorial Guinea,CFA Franc,XAF,730.07,01/09/2018,30/09/2018
Eritrea,Nakfa,ERN,19.36,01/09/2018,30/09/2018
Ethiopia,Birr,ETB,35.59,01/09/2018,30/09/2018
