Country,Currency,Currency code,Currency units per £1,Start date,End date
Abu Dhabi,Dirham,AED,6.1286,01/09/2014,30/09/2014
Afghanistan,Afghani,AFN,92.6518,01/09/2014,30/09/2014
Albania,Lek,ALL,173.424,01/09/2014,30/09/2014
Algeria,Dinar,DZD,133.305,01/09/2014,30/09/2014
Angola,Readj Kwanza,AOA,163.37,01/09/2014,30/09/2014
Antigua,E Caribbean Dollar,XCD,4.505,01/09/2014,30/09/2014
Argentina,Peso,ARS,13.7996,01/09/2014,30/09/2014
Armenia,Dram,AMD,678.245,01/09/2014,30/09/2014
Aruba,Florin,AWG,2.9867,01/09/2014,30/09/2014
Australia,Dollar,AUD,1.7877,01/09/2014,30/09/2014
Austria,Euro,EUR,1.2528,01/09/2014,30/09/2014
Azerbaijan,New Manat,AZN,1.3066,01/09/2014,30/09/2014
Bahamas,Dollar,BSD,1.6646,01/09/2014,30/09/2014
Bahrain,Dinar,BHD,0.629,01/09/2014,30/09/2014
Bangladesh,Taka,BDT,129.209,01/09/2014,30/09/2014
Barbados,Dollar,BBD,3.337,01/09/2014,30/09/2014
Belarus,Rouble,BYR,17335.7,01/09/2014,30/09/2014
Belgium,Euro,EUR,1.2528,01/09/2014,30/09/2014
Belize,Dollar,BZD,3.3287,01/09/2014,30/09/2014
Benin,CFA Franc,XOF,817.802,01/09/2014,30/09/2014
Bermuda,Dollar,US),1.6646,01/09/2014,30/09/2014
Bhutan,Ngultrum,BTN,100.916,01/09/2014,30/09/2014
Bolivia,Boliviano,BOB,11.5294,01/09/2014,30/09/2014
Bosnia- Herzegovinia,Marka,BAM,2.4384,01/09/2014,30/09/2014
Botswana,Pula,BWP,14.707,01/09/2014,30/09/2014
Brazil,Real,BRL,3.7574,01/09/2014,30/09/2014
Brunei,Dollar,BND,2.0793,01/09/2014,30/09/2014
Bulgaria,Lev,BGN,2.438,01/09/2014,30/09/2014
Burkina Faso,CFA Franc,XOF,817.802,01/09/2014,30/09/2014
Burundi,Franc,BIF,2586.18,01/09/2014,30/09/2014
Cambodia,Riel,KHR,6715.71,01/09/2014,30/09/2014
Cameroon Republic,CFA Franc,XAF,817.802,01/09/2014,30/09/2014
Canada,Dollar,CAD,1.8224,01/09/2014,30/09/2014
Cape Verde Islands,Escudo,CVE,135.349,01/09/2014,30/09/2014
Cayman Islands,Dollar,KYD,1.3682,01/09/2014,30/09/2014
Central African Republic,CFA Franc,XAF,817.802,01/09/2014,30/09/2014
Chad,CFA Franc,XAF,817.802,01/09/2014,30/09/2014
Chile,Peso,CLP,963.342,01/09/2014,30/09/2014
China,Yuan,Ren,10.2563,01/09/2014,30/09/2014
Colombia,Peso,COP,3146.08,01/09/2014,30/09/2014
Comoros,Franc,KMF,613.351,01/09/2014,30/09/2014
Congo,CFA Franc,XAF,817.802,01/09/2014,30/09/2014
Congo,Congo Fr,CDF,1540.03,01/09/2014,30/09/2014
Costa Rica,Colon,CRC,900.516,01/09/2014,30/09/2014
Cote d'Ivoire,CFA Franc,XOF,817.802,01/09/2014,30/09/2014
Croatia,Kuna,HRK,9.512,01/09/2014,30/09/2014
Cuba,Peso,CUP,1.6685,01/09/2014,30/09/2014
Cyprus,Euro,EUR,1.2528,01/09/2014,30/09/2014
Czech Republic,Koruna,CZK,34.7832,01/09/2014,30/09/2014
Denmark,Krone,DKK,9.3405,01/09/2014,30/09/2014
Djibouti,Franc,DJF,295.575,01/09/2014,30/09/2014
Dominica,E Caribbean Dollar,XCD,4.505,01/09/2014,30/09/2014
Dominican Republic,Peso,DOP,72.6799,01/09/2014,30/09/2014
Dubai,Dirham,AED,6.1286,01/09/2014,30/09/2014
Ecuador,Dollar,ECS,1.6646,01/09/2014,30/09/2014
Egypt,Pound,EGP,11.9299,01/09/2014,30/09/2014
El Salvador,Colon,SVC,14.5944,01/09/2014,30/09/2014
Equatorial Guinea,CFA Franc,XAF,817.802,01/09/2014,30/09/2014
Eritrea,Nakfa,ERN,25.0275,01/09/2014,30/09/2014
Estonia,Euro,EUR,1.2528,01/09/2014,30/09/2014
Ethiopia,Birr,ETB,33.0839,01/09/2014,30/09/2014
European Community,Euro,EUR,1.2528,01/09/2014,30/09/2014
Fiji Islands,Dollar,FJD,3.0956,01/09/2014,30/09/2014
Finland,Euro,EUR,1.2528,01/09/2014,30/09/2014
France,Euro,EUR,1.2528,01/09/2014,30/09/2014
French Polynesia,CFP Franc,XPF,148.775,01/09/2014,30/09/2014
Gabon,CFA Franc,XAF,817.802,01/09/2014,30/09/2014
Gambia,Dalasi,GMD,66.1561,01/09/2014,30/09/2014
Georgia,Lari,GEL,2.8744,01/09/2014,30/09/2014
Germany,Euro,EUR,1.2528,01/09/2014,30/09/2014
Ghana,Cedi,GHS,6.1484,01/09/2014,30/09/2014
Greece,Euro,EUR,1.2528,01/09/2014,30/09/2014
Grenada,E Caribbean Dollar,XCD,4.505,01/09/2014,30/09/2014
Guatemala,Quetzal,GTQ,13.0719,01/09/2014,30/09/2014
Guinea Bissau,CFA Franc,XOF,817.802,01/09/2014,30/09/2014
Guinea Republic,Franc,GNF,11733.8,01/09/2014,30/09/2014
Guyana,Dollar,GYD,343.678,01/09/2014,30/09/2014
Haiti,Gourde,HTG,75.7563,01/09/2014,30/09/2014
Honduras,Lempira,HNL,35.1233,01/09/2014,30/09/2014
Hong Kong,Dollar,HKD,12.9018,01/09/2014,30/09/2014
Hungary,Forint,HUF,391.218,01/09/2014,30/09/2014
Iceland,Krona,ISK,192.887,01/09/2014,30/09/2014
India,Rupee,INR,100.916,01/09/2014,30/09/2014
Indonesia,Rupiah,IDR,19476.4,01/09/2014,30/09/2014
Iran,Rial,IRR,44241.9,01/09/2014,30/09/2014
Iraq,Dinar,IQD,1939.63,01/09/2014,30/09/2014
Ireland,Euro,EUR,1.2528,01/09/2014,30/09/2014
Israel,Shekel,ILS,5.8823,01/09/2014,30/09/2014
Italy,Euro,EUR,1.2528,01/09/2014,30/09/2014
Jamaica,Dollar,JMD,187.806,01/09/2014,30/09/2014
Japan,Yen,JPY,171.986,01/09/2014,30/09/2014
Jordan,Dinar,JOD,1.1802,01/09/2014,30/09/2014
Kazakhstan,Tenge,KZT,303.717,01/09/2014,30/09/2014
Kenya,Schilling,KES,147.078,01/09/2014,30/09/2014
Korea,Won,KPW,2.1691,01/09/2014,30/09/2014
Kuwait,Dinar,KWD,0.4729,01/09/2014,30/09/2014
Kyrgyz Republic,Som,KGS,86.9015,01/09/2014,30/09/2014
Lao People's Dem Republic,Kip,LAK,13389.7,01/09/2014,30/09/2014
Latvia,LV,EUR,1.2528,01/09/2014,30/09/2014
Lebanon,Pound,LBP,2516.93,01/09/2014,30/09/2014
Lesotho,Loti,LSL,17.7103,01/09/2014,30/09/2014
Liberia,Dollar,US),1.6646,01/09/2014,30/09/2014
Libya,Dinar,LYD,2.0414,01/09/2014,30/09/2014
Lithuania,Litas,LTL,4.3048,01/09/2014,30/09/2014
Luxembourg,Euro,EUR,1.2528,01/09/2014,30/09/2014
Macao,Pataca,MOP,13.3194,01/09/2014,30/09/2014
Macedonia,Denar,MKD,76.6593,01/09/2014,30/09/2014
Madagascar,Malagasy Ariary,MGA,4268.86,01/09/2014,30/09/2014
Malawi,Kwacha,MWK,659.061,01/09/2014,30/09/2014
Malaysia,Ringgit,MYR,5.2701,01/09/2014,30/09/2014
Maldive Islands,Rufiyaa,MVR,25.5615,01/09/2014,30/09/2014
Mali Republic,CFA Franc,XOF,817.802,01/09/2014,30/09/2014
Malta,Euro,EUR,1.2528,01/09/2014,30/09/2014
Mauritania,Ouguiya,MRO,488.037,01/09/2014,30/09/2014
Mauritius,Rupee,MUR,51.1062,01/09/2014,30/09/2014
Mexico,Mexican Peso,MXN,21.7676,01/09/2014,30/09/2014
Moldova,Leu,MDL,22.8335,01/09/2014,30/09/2014
Mongolia,Tugrik,MNT,3153.47,01/09/2014,16/09/2014
Mongolia,Tugrik,MNT,2993.18,17/09/2014,30/09/2014
Montserrat,E Caribbean Dollar,XCD,4.505,01/09/2014,30/09/2014
Morocco,Dirham,MAD,13.9164,01/09/2014,30/09/2014
Mozambique,Metical,MZN,50.5556,01/09/2014,30/09/2014
Myanmar,Kyat,MMK,1615.11,01/09/2014,30/09/2014
Nepal,Rupee,NPR,162.352,01/09/2014,30/09/2014
Netherland,Euro,EUR,1.2528,01/09/2014,30/09/2014
New Caledonia,CFP Franc,XPF,148.775,01/09/2014,30/09/2014
New Zealand,Dollar,NZD,1.9793,01/09/2014,30/09/2014
Nicaragua,Gold Cordoba,NIO,43.5682,01/09/2014,30/09/2014
Niger Republic,CFA Franc,XOF,817.802,01/09/2014,30/09/2014
Nigeria,Naira,NGN,270.28,01/09/2014,30/09/2014
Norway,Norwegian Krone,NOK,10.2769,01/09/2014,30/09/2014
Oman,Rial,OMR,0.6424,01/09/2014,30/09/2014
Pakistan,Rupee,PKR,166.725,01/09/2014,30/09/2014
Panama,Balboa,PAB,1.6685,01/09/2014,30/09/2014
