Country,Currency,Currency code,Currency units per £1,Start date,End date
Abu Dhabi,Dirham,AED,6.1075,01/04/14,30/04/14
Afghanistan,Afghani,AFN,93.9981,01/04/14,30/04/14
Albania,Lek,ALL,167.901,01/04/14,30/04/14
Algeria,Dinar,DZD,128.347,01/04/14,30/04/14
Angola,Readj Kwanza,AOA,162.29,01/04/14,30/04/14
Antigua,E Caribbean Dollar,XCD,4.4896,01/04/14,30/04/14
Argentina,Peso,ARS,13.221,01/04/14,30/04/14
Armenia,Dram,AMD,688.565,01/04/14,30/04/14
Aruba,Florin,AWG,2.9765,01/04/14,30/04/14
Australia,Dollar,AUD,1.8269,01/04/14,30/04/14
Austria,Euro,EUR,1.1954,01/04/14,30/04/14
Azerbaijan,New Manat,AZN,1.3025,01/04/14,30/04/14
Bahamas,Dollar,BSD,1.6628,01/04/14,30/04/14
Bahrain,Dinar,BHD,0.6269,01/04/14,30/04/14
Bangladesh,Taka,BDT,129.208,01/04/14,30/04/14
Barbados,Dollar,BBD,3.3256,01/04/14,30/04/14
Belarus,Rouble,BYR,16362,01/04/14,30/04/14
Belgium,Euro,EUR,1.1954,01/04/14,30/04/14
Belize,Dollar,BZD,3.3256,01/04/14,30/04/14
Benin,CFA Franc,XOF,783.286,01/04/14,30/04/14
Bermuda,Dollar,BMD,1.6628,01/04/14,30/04/14
Bhutan,Ngultrum,BTN,101.436,01/04/14,30/04/14
Bolivia,Boliviano,BOB,11.49,01/04/14,30/04/14
Bosnia- Herzegovinia,Marka,BAM,2.3355,01/04/14,30/04/14
Botswana,Pula,BWP,14.7086,01/04/14,30/04/14
Brazil,Real,BRL,3.878,01/04/14,30/04/14
Brunei,Dollar,BND,2.1037,01/04/14,30/04/14
Bulgaria,Lev,BGN,2.3356,01/04/14,30/04/14
Burkina Faso,CFA Franc,XOF,783.286,01/04/14,30/04/14
Burundi,Franc,BIF,2583.49,01/04/14,30/04/14
Cambodia,Riel,KHR,6602.98,01/04/14,30/04/14
Cameroon Republic,CFA Franc,XAF,783.286,01/04/14,30/04/14
Canada,Dollar,CAD,1.8587,01/04/14,30/04/14
Cape Verde Islands,Escudo,CVE,129.765,01/04/14,30/04/14
Cayman Islands,Dollar,KYD,1.3635,01/04/14,30/04/14
Central African Republic,CFA Franc,XAF,783.286,01/04/14,30/04/14
Chad,CFA Franc,XAF,783.286,01/04/14,30/04/14
Chile,Peso,CLP,950.44,01/04/14,30/04/14
China,Yuan,CNY,10.2266,01/04/14,30/04/14
Colombia,Peso,COP,3394.56,01/04/14,22/04/14
Colombia,Peso,COP,3219.1,23/04/14,30/04/14
Comoros,Franc,KMF,587.464,01/04/14,30/04/14
Congo,CFA Franc,XAF,783.286,01/04/14,30/04/14
Congo,Congo Fr,CDF,1531.69,01/04/14,30/04/14
Costa Rica,Colon,CRC,914.484,01/04/14,30/04/14
Cote d'Ivoire,CFA Franc,XOF,783.286,01/04/14,30/04/14
Croatia,Kuna,HRK,9.1431,01/04/14,30/04/14
Cuba,Peso,CUP,1.6628,01/04/14,30/04/14
Cyprus,Euro,EUR,1.1954,01/04/14,30/04/14
Czech Republic,Koruna,CZK,32.6655,01/04/14,30/04/14
Denmark,Krone,DKK,8.9227,01/04/14,30/04/14
Djibouti,Franc,DJF,290.99,01/04/14,30/04/14
Dominica,E Caribbean Dollar,XCD,4.4896,01/04/14,30/04/14
Dominican Republic,Peso,DOP,72.0491,01/04/14,30/04/14
Dubai,Dirham,AED,6.1075,01/04/14,30/04/14
Ecuador,Dollar,ECS,1.6628,01/04/14,30/04/14
Egypt,Pound,EGP,11.5735,01/04/14,30/04/14
El Salvador,Colon,SVC,14.5445,01/04/14,30/04/14
Equatorial Guinea,CFA Franc,XAF,783.286,01/04/14,30/04/14
Eritrea,Nakfa,ERN,24.5692,01/04/14,30/04/14
Estonia,Euro,EUR,1.1954,01/04/14,30/04/14
Ethiopia,Birr,ETB,32.1586,01/04/14,30/04/14
European Community,Euro,EUR,1.1954,01/04/14,30/04/14
Fiji Islands,Dollar,FJD,3.1092,01/04/14,30/04/14
Finland,Euro,EUR,1.1954,01/04/14,30/04/14
France,Euro,EUR,1.1954,01/04/14,30/04/14
