Country,Currency,Currency code,Currency units per £1,Start Date,End Date
Abu Dhabi,Dirham,AED,4.8443,01/04/2019,30/04/2019
Albania,Lek,ALL,145.56,01/04/2019,30/04/2019
Algeria,Dinar,DZD,156.52,01/04/2019,30/04/2019
Angola,Readj Kwanza,AOA,418.41,01/04/2019,30/04/2019
Antigua,E Caribbean Dollar,XCD,3.5609,01/04/2019,30/04/2019
Argentina,Peso,ARS,54.1,01/04/2019,30/04/2019
Armenia,Dram,AMD,640.83,01/04/2019,30/04/2019
Aruba,Florin,AWG,2.3607,01/04/2019,30/04/2019
Australia,Dollar,AUD,1.8608,01/04/2019,30/04/2019
Azerbaijan,New Manat,AZN,2.2374,01/04/2019,30/04/2019
Bahamas,Dollar,BSD,1.3188,01/04/2019,30/04/2019
Bahrain,Dinar,BHD,0.4971,01/04/2019,30/04/2019
Bangladesh,Taka,BDT,111.09,01/04/2019,30/04/2019
Barbados,Dollar,BBD,2.6377,01/04/2019,30/04/2019
Belarus,Rouble,BYN,2.7766,01/04/2019,30/04/2019
Belize,Dollar,BZD,2.6377,01/04/2019,30/04/2019
Benin,CFA Franc,XOF,762.07,01/04/2019,30/04/2019
Bermuda,Dollar (US),BMD,1.3188,01/04/2019,30/04/2019
Bhutan,Ngultrum,BTN,90.79,01/04/2019,30/04/2019
Bolivia,Boliviano,BOB,9.1132,01/04/2019,30/04/2019
Bosnia- Herzegovinia,Marka,BAM,2.2722,01/04/2019,30/04/2019
Botswana,Pula,BWP,14.1,01/04/2019,30/04/2019
Brazil,Real,BRL,4.9943,01/04/2019,30/04/2019
Brunei,Dollar,BND,1.7808,01/04/2019,30/04/2019
Bulgaria,Lev,BGN,2.2722,01/04/2019,30/04/2019
Burkina Faso,CFA Franc,XOF,762.07,01/04/2019,30/04/2019
Burundi,Franc,BIF,2405.42,01/04/2019,30/04/2019
Cambodia,Riel,KHR,5262.18,01/04/2019,30/04/2019
