Country,Currency,Currency code,Currency units per £1,Start date,End date
Macao,Pataca,MOP,11.58,01/04/2016,30/04/2016
Macedonia,Denar,MKD,79.14,01/04/2016,30/04/2016
Madagascar,Malagasy Ariary,MGA,4630.61,01/04/2016,30/04/2016
Malawi,Kwacha,MWK,996.06,01/04/2016,30/04/2016
Malaysia,Ringgit,MYR,5.6348,01/04/2016,30/04/2016
Maldive Islands,Rufiyaa,MVR,22.43,01/04/2016,30/04/2016
Mali Republic,CFA Franc,XOF,843.01,01/04/2016,30/04/2016
Mauritania,Ouguiya,MRO,496.29,01/04/2016,30/04/2016
Mauritius,Rupee,MUR,51.32,01/04/2016,30/04/2016
Mexico,Mexican Peso,MXN,24.73,01/04/2016,30/04/2016
Moldova,Leu,MDL,28.59,01/04/2016,30/04/2016
Mongolia,Tugrik,MNT,2967.59,01/04/2016,30/04/2016
Montserrat,E Caribbean Dollar,XCD,3.9181,01/04/2016,30/04/2016
Morocco,Dirham,MAD,14.05,01/04/2016,30/04/2016
Mozambique,Metical,MZN,74,01/04/2016,30/04/2016
Myanmar,Kyat,MMK,1757.84,01/04/2016,19/04/2016
Myanmar,Kyat,MMK,1663.44,20/04/2016,30/04/2016
Nepal,Rupee,NPR,154.51,01/04/2016,30/04/2016
New Caledonia,CFP Franc,XPF,153.36,01/04/2016,30/04/2016
New Zealand,Dollar,NZD,2.1063,01/04/2016,30/04/2016
Nicaragua,Gold Cordoba,NIO,40.95,01/04/2016,30/04/2016
Niger Republic,CFA Franc,XOF,843.01,01/04/2016,30/04/2016
Nigeria,Naira,NGN,288.85,01/04/2016,30/04/2016
Norway,Norwegian Krone,NOK,11.97,01/04/2016,30/04/2016
Oman,Rial,OMR,0.5587,01/04/2016,30/04/2016
Pakistan,Rupee,PKR,151.86,01/04/2016,30/04/2016
Panama,Balboa,PAB,1.4511,01/04/2016,30/04/2016
Papua New Guinea,Kina,PGK,4.4469,01/04/2016,30/04/2016
Paraguay,Guarani,PYG,8258.67,01/04/2016,30/04/2016
Peru,New Sol,PEN,4.8998,01/04/2016,26/04/2016
Peru,New Sol,PEN,4.6502,27/04/2016,30/04/2016
Philippines,Peso,PHP,65.44,01/04/2016,30/04/2016
Poland,Zloty,PLN,5.4758,01/04/2016,30/04/2016
Qatar,Riyal,QAR,5.2844,01/04/2016,30/04/2016
Romania,New Leu,RON,5.7476,01/04/2016,30/04/2016
Russia,Rouble,RUB,98.76,01/04/2016,30/04/2016
Rwanda,Franc,RWF,1098.41,01/04/2016,30/04/2016
Saotome and Principe,Dobra,STD,31482.63,01/04/2016,30/04/2016
Saudi Arabia,Riyal,SAR,5.29,01/04/2016,30/04/2016
Senegal,CFA Franc,XOF,843.01,01/04/2016,30/04/2016
Serbia,Dinar,RSD,157.83,01/04/2016,30/04/2016
Seychelles,Rupee,SCR,19.29,01/04/2016,30/04/2016
Sierra Leone,Leone,SLL,5885.85,01/04/2016,30/04/2016
Singapore,Dollar,SGD,1.9282,01/04/2016,30/04/2016
Soloman Islands,Dollar,SBD,11.41,01/04/2016,30/04/2016
Somali Republic,Schilling,SOS,892.45,01/04/2016,30/04/2016
South Africa,Rand,ZAR,21.62,01/04/2016,30/04/2016
South Korea,Won,KRW,1638.58,01/04/2016,30/04/2016
Sri Lanka,Rupee,LKR,210.45,01/04/2016,30/04/2016
St Christopher and Anguilla,E Caribbean Dollar,XCD,3.9181,01/04/2016,30/04/2016
St Lucia,E Caribbean Dollar,XCD,3.9181,01/04/2016,30/04/2016
St Vincent,E Caribbean Dollar,XCD,3.9181,01/04/2016,30/04/2016
Sudan Republic,Pound,SDG,8.8517,01/04/2016,30/04/2016
Surinam,Dollar,SRD,5.8046,01/04/2016,12/04/2016
Surinam,Dollar,SRD,7.2489,13/04/2016,26/04/2016
Surinam,Dollar,SRD,8.1358,27/04/2016,30/04/2016
Swaziland,Lilangeni,SZL,22.15,01/04/2016,12/04/2016
Swaziland,Lilangeni,SZL,21.04,13/04/2016,30/04/2016
Sweden,Krona,SEK,11.66,01/04/2016,30/04/2016
Switzerland,Franc,CHF,1.3735,01/04/2016,30/04/2016
Taiwan,Dollar,TWD,45.86,01/04/2016,30/04/2016
Tanzania,Schilling,TZS,3173.65,01/04/2016,30/04/2016
Thailand,Baht,THB,49.54,01/04/2016,30/04/2016
Togo Republic,CFA Franc,XOF,843.01,01/04/2016,30/04/2016
Tonga Islands,Pa'anga (AUS),TOP,1.8736,01/04/2016,30/04/2016
Trinidad/Tobago,Dollar,TTD,9.5488,01/04/2016,30/04/2016
Tunisia,Dinar,TND,2.9059,01/04/2016,30/04/2016
Turkey,Turkish  Lira,TRY,4.1527,01/04/2016,30/04/2016
Turkmenistan,New Manat,TMT,5.079,01/04/2016,30/04/2016
UAE,Dirham,AED,5.3299,01/04/2016,30/04/2016
Uganda,Schilling,UGX,4893.27,01/04/2016,30/04/2016
Ukraine,Hryvnia,UAH,38.6,01/04/2016,19/04/2016
Ukraine,Hryvnia,UAH,36.14,20/04/2016,30/04/2016
Uruguay,Peso,UYU,46.83,01/04/2016,19/04/2016
Uruguay,Peso,UYU,44.15,20/04/2016,30/04/2016
USA,Dollar,USD,1.411,01/04/2016,30/04/2016
Uzbekistan,Sum,UZS,4145.4,01/04/2016,30/04/2016
Vanuatu,Vatu,VUV,160.99,01/04/2016,30/04/2016
Venezuela,Bolivar Fuerte,VEF,9.1498,01/04/2016,12/04/2016
Venezuela,Bolivar Fuerte,VEF,14.2,13/04/2016,30/04/2016
Vietnam,Dong,VND,32349.79,01/04/2016,30/04/2016
Wallis and Futuna Islands,CFP Franc,XPF,153.36,01/04/2016,30/04/2016
Western Samoa,Tala,WST,3.7019,01/04/2016,30/04/2016
Yemen (Rep of),Rial,YER,311.98,01/04/2016,19/04/2016
Yemen (Rep of),Rial,YER,352.86,20/04/2016,30/04/2016
Zambia,Kwacha,ZMW,16.44,01/04/2016,12/04/2016
Zambia,Kwacha,ZMW,15.35,13/04/2016,19/04/2016
Zambia,Kwacha,ZMW,13.86,20/04/2016,26/04/2016
Zambia,Kwacha,ZMW,13.04,27/04/2016,30/04/2016
Zimbabwe,Dollar,ZWL,525.17,01/04/2016,30/04/2016
